Rank	Gene.ID	AUC value	Avg. Diff.1	Power2	Pct.13	Pct.24	p.value	Cluster.ID	Associated.Cell.Population	Surface Marker5
279	LILRA5	0.86	2.19	0.71	0.88	0.325	8.28E-54	DC4	CD1C– CD141–	1
280	SLC31A2	0.86	2.2	0.71	0.869	0.337	2.63E-53	DC4	CD1C– CD141–	1
281	NFKBIZ	0.85	1.59	0.7	0.977	0.697	1.04E-48	DC4	CD1C– CD141–	0
282	LILRB1	0.85	1.56	0.7	0.96	0.587	2.09E-52	DC4	CD1C– CD141–	1
283	FCGR3B	0.85	3.06	0.7	0.731	0.058	2.62E-80	DC4	CD1C– CD141–	1
284	CD300LF	0.85	1.93	0.7	0.874	0.316	2.43E-49	DC4	CD1C– CD141–	1
285	SOD2	0.85	1.84	0.7	0.909	0.52	4.70E-41	DC4	CD1C– CD141–	0
286	CLEC7A	0.85	1.49	0.7	0.983	0.894	4.07E-54	DC4	CD1C– CD141–	1
287	MYO1G	0.85	1.61	0.69	0.943	0.623	2.47E-42	DC4	CD1C– CD141–	0
288	NAMPT	0.85	1.48	0.69	0.989	0.802	1.76E-40	DC4	CD1C– CD141–	0
289	CX3CR1	0.84	1.92	0.69	0.886	0.363	5.60E-50	DC4	CD1C– CD141–	1
290	RAP1B	0.84	1.17	0.69	1	0.947	2.28E-32	DC4	CD1C– CD141–	0
291	MSN	0.84	1.13	0.68	0.994	0.857	2.11E-34	DC4	CD1C– CD141–	0
292	FCGR2C	0.84	1.74	0.68	0.874	0.295	3.30E-49	DC4	CD1C– CD141–	0
293	RAB24	0.84	1.58	0.68	0.903	0.476	9.58E-44	DC4	CD1C– CD141–	0
294	GLUL	0.84	1.45	0.67	0.954	0.571	3.81E-39	DC4	CD1C– CD141–	0
295	GPBAR1	0.83	2.65	0.67	0.76	0.176	6.52E-58	DC4	CD1C– CD141–	1
296	CHST15	0.83	2.3	0.66	0.766	0.148	2.93E-55	DC4	CD1C– CD141–	1
297	CPPED1	0.83	1.23	0.66	0.983	0.898	1.21E-36	DC4	CD1C– CD141–	0
298	CDKN1C	0.83	3.74	0.66	0.669	0.028	5.73E-80	DC4	CD1C– CD141–	0
299	TAGLN	0.83	2.94	0.66	0.72	0.106	2.52E-61	DC4	CD1C– CD141–	0
300	TKT	0.83	1.17	0.66	0.983	0.804	7.67E-30	DC4	CD1C– CD141–	0
301	BID	0.83	1.11	0.65	0.983	0.829	7.04E-28	DC4	CD1C– CD141–	0
302	NCF2	0.83	1.34	0.65	0.96	0.575	8.96E-42	DC4	CD1C– CD141–	0
303	SMAP2	0.83	1.76	0.65	0.886	0.395	7.62E-41	DC4	CD1C– CD141–	0
304	CD300E	0.83	2.69	0.65	0.766	0.233	9.59E-60	DC4	CD1C– CD141–	1
305	EMR1	0.83	3.21	0.65	0.703	0.085	3.36E-63	DC4	CD1C– CD141–	1
306	TIMP1	0.82	1.26	0.63	0.943	0.554	3.42E-33	DC4	CD1C– CD141–	1
307	PTP4A3	0.82	2.83	0.63	0.68	0.062	5.11E-61	DC4	CD1C– CD141–	0
308	VMP1	0.81	1.69	0.63	0.897	0.547	2.04E-34	DC4	CD1C– CD141–	1
309	NINJ1	0.81	2.32	0.62	0.726	0.198	8.17E-55	DC4	CD1C– CD141–	1
310	POU2F2	0.81	1.81	0.62	0.851	0.392	2.41E-41	DC4	CD1C– CD141–	0
311	GNS	0.81	1.42	0.62	0.96	0.79	8.34E-35	DC4	CD1C– CD141–	1
312	RNF144B	0.81	1.68	0.62	0.92	0.616	5.23E-37	DC4	CD1C– CD141–	1
313	ICAM2	0.81	1.79	0.61	0.811	0.354	2.77E-35	DC4	CD1C– CD141–	1
314	STX11	0.8	1.81	0.61	0.891	0.642	4.57E-41	DC4	CD1C– CD141–	0
315	STXBP2	0.8	1.09	0.61	0.983	0.714	4.06E-31	DC4	CD1C– CD141–	0
316	FLNA	0.8	1.11	0.6	0.949	0.734	1.95E-29	DC4	CD1C– CD141–	1
317	NEURL	0.8	2.84	0.6	0.669	0.102	3.68E-53	DC4	CD1C– CD141–	0
318	PIK3AP1	0.8	1.65	0.6	0.886	0.503	6.13E-35	DC4	CD1C– CD141–	0
319	SH2D1B	0.8	5.13	0.59	0.617	0.046	6.84E-80	DC4	CD1C– CD141–	0
320	MARCKS	0.8	2.21	0.59	0.731	0.226	3.14E-44	DC4	CD1C– CD141–	1
321	SLC44A2	0.8	1.09	0.59	0.977	0.7	1.02E-36	DC4	CD1C– CD141–	1
322	TUBA1A	0.8	1.03	0.59	0.977	0.845	3.57E-28	DC4	CD1C– CD141–	0
323	DPEP2	0.79	2.36	0.59	0.714	0.199	8.84E-44	DC4	CD1C– CD141–	1
324	CXCL16	0.79	1.36	0.58	0.909	0.621	1.69E-31	DC4	CD1C– CD141–	1
325	HSPA7	0.79	1.95	0.58	0.743	0.247	2.63E-38	DC4	CD1C– CD141–	0
326	SSH2	0.79	1.52	0.58	0.949	0.806	2.45E-38	DC4	CD1C– CD141–	0
327	FCGR2A	0.79	1.62	0.58	0.834	0.399	6.27E-36	DC4	CD1C– CD141–	1
328	C3AR1	0.79	4.06	0.58	0.617	0.072	7.39E-61	DC4	CD1C– CD141–	1
329	DRAP1	0.79	1.18	0.58	0.869	0.49	4.08E-33	DC4	CD1C– CD141–	0
330	CYTIP	0.79	1.4	0.57	0.914	0.665	1.59E-27	DC4	CD1C– CD141–	0
331	RXRA	0.79	1.87	0.57	0.771	0.342	4.10E-39	DC4	CD1C– CD141–	0
332	LYN	0.79	1.2	0.57	0.949	0.667	5.65E-31	DC4	CD1C– CD141–	0
333	NAP1L1	0.79	1.05	0.57	0.994	0.975	7.08E-32	DC4	CD1C– CD141–	0
334	IFIT3	0.78	2.55	0.57	0.834	0.61	5.88E-60	DC4	CD1C– CD141–	0
335	IFITM1	0.78	1.7	0.57	0.743	0.235	7.34E-37	DC4	CD1C– CD141–	1
336	NAAA	0.78	1.11	0.57	0.977	0.862	4.83E-25	DC4	CD1C– CD141–	1
337	CD300A	0.78	1.14	0.57	0.903	0.584	9.58E-28	DC4	CD1C– CD141–	1
338	DOK3	0.78	3.27	0.57	0.6	0.051	9.03E-56	DC4	CD1C– CD141–	0
339	CALML4	0.78	1.86	0.56	0.731	0.229	2.25E-37	DC4	CD1C– CD141–	0
340	NADK	0.78	1.24	0.56	0.88	0.587	6.02E-27	DC4	CD1C– CD141–	0
341	PHTF2	0.78	1.85	0.56	0.749	0.3	9.82E-38	DC4	CD1C– CD141–	1
342	TESC	0.78	3.73	0.56	0.594	0.056	2.63E-60	DC4	CD1C– CD141–	0
343	MS4A4A	0.78	2.16	0.56	0.72	0.266	8.74E-39	DC4	CD1C– CD141–	1
344	ALOX5	0.78	1.36	0.56	0.846	0.383	8.56E-31	DC4	CD1C– CD141–	0
345	PAG1	0.78	1.19	0.56	0.926	0.675	3.22E-30	DC4	CD1C– CD141–	0
346	SDCBP	0.78	1.06	0.56	0.937	0.767	2.34E-19	DC4	CD1C– CD141–	0
347	MT2A	0.78	1.97	0.55	0.714	0.247	1.19E-36	DC4	CD1C– CD141–	0
348	P2RX1	0.78	1.83	0.55	0.754	0.335	2.80E-35	DC4	CD1C– CD141–	1
349	ZEB2	0.78	1.14	0.55	0.949	0.718	1.60E-27	DC4	CD1C– CD141–	0
350	ARAP1	0.78	1.46	0.55	0.857	0.474	4.97E-28	DC4	CD1C– CD141–	0
351	DOK2	0.77	1.16	0.55	0.834	0.372	1.53E-32	DC4	CD1C– CD141–	0
352	HSBP1	0.77	1.35	0.55	0.931	0.656	2.74E-26	DC4	CD1C– CD141–	0
353	LGALS3	0.77	1.02	0.55	0.92	0.549	4.64E-26	DC4	CD1C– CD141–	0
354	TTYH3	0.77	1.83	0.54	0.68	0.187	2.04E-37	DC4	CD1C– CD141–	1
355	C19ORF38	0.77	1.52	0.54	0.783	0.4	1.81E-26	DC4	CD1C– CD141–	1
356	WSB1	0.77	1.06	0.54	0.96	0.868	6.04E-20	DC4	CD1C– CD141–	0
357	CLEC4F	0.77	3.69	0.53	0.56	0.046	1.66E-54	DC4	CD1C– CD141–	1
358	GBP4	0.77	2.46	0.53	0.931	0.832	1.54E-85	DC4	CD1C– CD141–	0
359	HK1	0.77	1.24	0.53	0.846	0.49	3.12E-23	DC4	CD1C– CD141–	0
360	IRAK3	0.77	1.92	0.53	0.789	0.418	3.39E-33	DC4	CD1C– CD141–	0
361	BLVRA	0.76	1.68	0.53	0.72	0.325	1.29E-27	DC4	CD1C– CD141–	0
362	ATP1B3	0.76	1.08	0.53	0.931	0.735	3.05E-17	DC4	CD1C– CD141–	1
363	RNF149	0.76	1.16	0.52	0.931	0.734	6.85E-23	DC4	CD1C– CD141–	1
364	TCIRG1	0.76	1.17	0.52	0.869	0.582	1.66E-23	DC4	CD1C– CD141–	1
365	PRAM1	0.76	1.43	0.52	0.76	0.344	1.33E-29	DC4	CD1C– CD141–	0
366	SPN	0.76	1.31	0.51	0.983	0.993	4.59E-25	DC4	CD1C– CD141–	1
367	ZCCHC6	0.76	1.49	0.51	0.949	0.82	3.92E-29	DC4	CD1C– CD141–	0
368	CLEC12A	0.75	1.61	0.51	0.766	0.393	4.66E-25	DC4	CD1C– CD141–	1
369	CNIH4	0.75	1.46	0.51	0.874	0.697	2.01E-33	DC4	CD1C– CD141–	1
370	IFI6	0.75	1.21	0.51	0.731	0.25	9.82E-30	DC4	CD1C– CD141–	1
371	MAP3K1	0.75	1.31	0.51	0.817	0.469	2.65E-26	DC4	CD1C– CD141–	1
372	INSIG1	0.75	1.63	0.51	0.749	0.37	9.23E-25	DC4	CD1C– CD141–	1
373	SLC2A6	0.75	1.64	0.51	0.811	0.517	1.42E-27	DC4	CD1C– CD141–	1
374	DMXL2	0.75	1.59	0.5	0.834	0.497	2.42E-26	DC4	CD1C– CD141–	1
375	AK124399	0.75	2.83	0.5	0.503	0.011	4.90E-57	DC4	CD1C– CD141–	0
376	ALDH3B1	0.75	1.72	0.5	0.863	0.69	1.44E-36	DC4	CD1C– CD141–	0
377	TLR4	0.75	2.22	0.5	0.6	0.141	3.71E-35	DC4	CD1C– CD141–	1
378	C11ORF21	0.75	1.68	0.49	0.703	0.309	2.47E-28	DC4	CD1C– CD141–	0
379	C20ORF112	0.75	1.67	0.49	0.731	0.333	1.75E-26	DC4	CD1C– CD141–	0
380	CKB	0.75	4.07	0.49	0.509	0.028	3.45E-54	DC4	CD1C– CD141–	0
381	NPL	0.75	3.62	0.49	0.52	0.046	2.50E-51	DC4	CD1C– CD141–	0
382	NDUFB3	0.74	1.07	0.48	0.897	0.705	1.06E-21	DC4	CD1C– CD141–	1
383	RAB10	0.74	1.02	0.48	0.891	0.697	2.08E-20	DC4	CD1C– CD141–	0
384	TMC6	0.74	1.46	0.48	0.829	0.524	4.31E-23	DC4	CD1C– CD141–	1
385	ICAM4	0.74	2.4	0.48	0.68	0.295	4.63E-35	DC4	CD1C– CD141–	1
386	DNASE2	0.74	1.9	0.48	0.697	0.349	1.21E-29	DC4	CD1C– CD141–	0
387	C9ORF72	0.74	1.26	0.48	0.84	0.552	5.25E-18	DC4	CD1C– CD141–	0
388	GIMAP7	0.74	2.05	0.48	0.589	0.146	3.23E-31	DC4	CD1C– CD141–	0
389	KLF3	0.74	1.94	0.47	0.651	0.224	8.19E-27	DC4	CD1C– CD141–	0
390	DKFZP451J181	0.74	1.25	0.47	0.834	0.51	3.40E-22	DC4	CD1C– CD141–	0
391	TIAM1	0.74	1.56	0.47	0.743	0.388	3.75E-25	DC4	CD1C– CD141–	0
392	CDC42EP3	0.74	2.05	0.47	0.646	0.247	3.69E-26	DC4	CD1C– CD141–	0
393	STK10	0.74	1.02	0.47	0.909	0.792	1.90E-18	DC4	CD1C– CD141–	0
394	TLR2	0.74	1.46	0.47	0.709	0.279	6.32E-24	DC4	CD1C– CD141–	1
395	AGTRAP	0.73	1.39	0.47	0.703	0.332	6.26E-26	DC4	CD1C– CD141–	1
396	APOL6	0.73	1.68	0.47	0.903	0.797	4.26E-37	DC4	CD1C– CD141–	1
397	CDH23	0.73	1.25	0.47	0.863	0.582	1.16E-20	DC4	CD1C– CD141–	1
398	FPR1	0.73	1.11	0.47	0.737	0.349	5.79E-28	DC4	CD1C– CD141–	1
399	AL137655	0.73	1.62	0.46	0.754	0.471	1.18E-30	DC4	CD1C– CD141–	0
400	VAMP5	0.73	1.94	0.46	0.611	0.222	3.56E-28	DC4	CD1C– CD141–	1
401	IRF1	0.73	1.24	0.46	0.989	0.97	1.76E-24	DC4	CD1C– CD141–	0
402	SH3BP2	0.73	1.13	0.46	0.926	0.818	1.16E-21	DC4	CD1C– CD141–	0
403	YPEL2	0.73	1.92	0.46	0.623	0.194	3.87E-27	DC4	CD1C– CD141–	0
404	GRAMD1A	0.73	1.7	0.46	0.691	0.282	1.81E-23	DC4	CD1C– CD141–	1
405	ISG15	0.73	1.06	0.46	0.794	0.503	4.08E-20	DC4	CD1C– CD141–	0
406	LRP1	0.73	1.01	0.45	0.731	0.298	4.75E-23	DC4	CD1C– CD141–	1
407	MXD3	0.73	1.82	0.45	0.589	0.159	2.32E-27	DC4	CD1C– CD141–	0
408	AMPD2	0.73	1.35	0.45	0.766	0.451	1.61E-18	DC4	CD1C– CD141–	0
409	CD244	0.73	1.66	0.45	0.629	0.219	3.87E-23	DC4	CD1C– CD141–	1
410	GBP1	0.73	1.82	0.45	0.646	0.252	4.90E-23	DC4	CD1C– CD141–	0
411	LCP2	0.73	1.23	0.45	0.817	0.499	5.75E-20	DC4	CD1C– CD141–	0
412	ZFAND5	0.73	1.01	0.45	0.937	0.734	2.19E-16	DC4	CD1C– CD141–	0
413	HEG1	0.73	2.62	0.45	0.503	0.069	1.22E-37	DC4	CD1C– CD141–	1
414	LOC388312	0.73	1.87	0.45	0.623	0.252	6.42E-28	DC4	CD1C– CD141–	0
415	ARRB1	0.72	1.26	0.45	0.754	0.434	4.26E-19	DC4	CD1C– CD141–	0
416	FAM46A	0.72	1.21	0.45	0.783	0.436	8.40E-18	DC4	CD1C– CD141–	0
417	ABCC3	0.72	2.72	0.45	0.771	0.506	1.54E-70	DC4	CD1C– CD141–	1
418	GBP5	0.72	2.82	0.45	0.554	0.162	1.44E-38	DC4	CD1C– CD141–	0
419	SVIL	0.72	1.73	0.45	0.617	0.22	1.41E-25	DC4	CD1C– CD141–	0
420	ARRB2	0.72	1.18	0.44	0.737	0.376	4.59E-21	DC4	CD1C– CD141–	0
421	FAM45B	0.72	1.68	0.44	0.646	0.266	2.59E-21	DC4	CD1C– CD141–	0
422	LTA4H	0.72	1.04	0.44	0.903	0.774	4.32E-12	DC4	CD1C– CD141–	0
423	NFAM1	0.72	1.4	0.44	0.72	0.43	1.48E-24	DC4	CD1C– CD141–	1
424	CSK	0.72	1.01	0.44	0.891	0.695	5.12E-17	DC4	CD1C– CD141–	0
425	TBC1D8	0.72	1.72	0.44	0.651	0.282	5.57E-23	DC4	CD1C– CD141–	1
426	GNG2	0.72	1.33	0.43	0.766	0.501	1.02E-17	DC4	CD1C– CD141–	0
427	MYOF	0.72	1.42	0.43	0.697	0.326	9.53E-20	DC4	CD1C– CD141–	1
428	RAB37	0.72	3.58	0.43	0.514	0.123	6.24E-43	DC4	CD1C– CD141–	0
429	VPS53	0.72	1.15	0.43	0.983	0.945	9.53E-24	DC4	CD1C– CD141–	0
430	APOBEC3A	0.72	3.8	0.43	0.68	0.474	6.57E-89	DC4	CD1C– CD141–	0
431	ITGB1	0.71	1.08	0.43	0.817	0.594	3.62E-14	DC4	CD1C– CD141–	1
432	P2RY13	0.71	1.96	0.43	0.566	0.183	3.80E-24	DC4	CD1C– CD141–	1
433	C15ORF39	0.71	1.05	0.43	0.84	0.584	6.44E-17	DC4	CD1C– CD141–	0
434	DENND5A	0.71	1.29	0.42	0.749	0.474	6.38E-19	DC4	CD1C– CD141–	1
435	NBEAL2	0.71	1.33	0.42	0.703	0.33	1.69E-19	DC4	CD1C– CD141–	0
436	PLIN2	0.71	1.72	0.42	0.634	0.272	8.79E-20	DC4	CD1C– CD141–	0
437	PIK3IP1	0.71	2.51	0.42	0.617	0.309	9.91E-35	DC4	CD1C– CD141–	1
438	SCIMP	0.71	1.04	0.42	0.994	0.961	3.71E-18	DC4	CD1C– CD141–	1
439	TMPO	0.71	1.4	0.42	0.851	0.667	2.92E-17	DC4	CD1C– CD141–	1
440	KIAA0513	0.71	1.5	0.41	0.726	0.48	3.14E-23	DC4	CD1C– CD141–	0
441	C10ORF46	0.71	1.08	0.41	0.914	0.852	9.22E-17	DC4	CD1C– CD141–	0
442	CASP4	0.71	1.03	0.41	0.766	0.474	1.74E-13	DC4	CD1C– CD141–	0
443	FGD4	0.71	1.56	0.41	0.829	0.605	1.81E-20	DC4	CD1C– CD141–	0
444	IFNGR2	0.71	1.07	0.41	0.789	0.511	1.59E-15	DC4	CD1C– CD141–	1
445	PTGER2	0.7	2.16	0.41	0.503	0.115	5.16E-26	DC4	CD1C– CD141–	1
446	SAMSN1	0.7	1.77	0.41	0.554	0.176	6.39E-22	DC4	CD1C– CD141–	0
447	UBXN11	0.7	1.15	0.41	0.709	0.358	1.38E-16	DC4	CD1C– CD141–	0
448	TBCD	0.7	1.8	0.41	0.554	0.19	1.14E-21	DC4	CD1C– CD141–	1
449	VASP	0.7	1.58	0.41	0.6	0.256	8.60E-21	DC4	CD1C– CD141–	0
450	CCM2	0.7	1.58	0.4	0.663	0.362	3.19E-19	DC4	CD1C– CD141–	0
451	NLRP1	0.7	1.29	0.4	0.674	0.347	1.16E-16	DC4	CD1C– CD141–	0
452	GIMAP1	0.7	2.33	0.4	0.617	0.344	1.85E-36	DC4	CD1C– CD141–	1
453	NR4A1	0.7	1.69	0.4	0.6	0.263	1.09E-20	DC4	CD1C– CD141–	0
454	TNFRSF14	0.7	1.12	0.4	0.754	0.527	6.79E-14	DC4	CD1C– CD141–	1
455	MBD2	0.7	1.71	0.39	0.549	0.189	2.27E-21	DC4	CD1C– CD141–	0
456	SCPEP1	0.69	1.18	0.39	0.68	0.376	1.01E-14	DC4	CD1C– CD141–	0
457	DENND3	0.69	1.43	0.39	0.754	0.575	3.48E-23	DC4	CD1C– CD141–	1
458	IFIT2	0.69	1.44	0.38	0.543	0.189	7.12E-21	DC4	CD1C– CD141–	0
459	NECAP2	0.69	1.08	0.38	0.743	0.547	8.28E-15	DC4	CD1C– CD141–	0
460	PTGER4	0.69	1.18	0.38	0.709	0.455	5.47E-15	DC4	CD1C– CD141–	1
461	RASGRP4	0.69	1.13	0.38	0.783	0.545	1.22E-17	DC4	CD1C– CD141–	0
462	TMBIM1	0.69	1.28	0.38	0.651	0.349	1.16E-14	DC4	CD1C– CD141–	1
463	SIRPB1	0.69	1.12	0.38	0.703	0.409	6.72E-15	DC4	CD1C– CD141–	1
464	STK38	0.69	1.19	0.38	0.737	0.496	2.83E-14	DC4	CD1C– CD141–	0
465	EVL	0.69	1.07	0.38	0.691	0.353	6.59E-15	DC4	CD1C– CD141–	0
466	GIMAP2	0.69	1.86	0.38	0.503	0.152	8.88E-20	DC4	CD1C– CD141–	1
467	LIMS1	0.69	1.01	0.37	0.937	0.875	1.41E-15	DC4	CD1C– CD141–	0
468	FGD3	0.68	1.21	0.37	0.703	0.45	6.61E-13	DC4	CD1C– CD141–	0
469	SLA	0.68	1.19	0.37	0.674	0.397	1.47E-12	DC4	CD1C– CD141–	0
470	SULT1A1	0.68	1.62	0.36	0.583	0.309	1.65E-19	DC4	CD1C– CD141–	0
471	WDR11	0.68	1.25	0.36	0.691	0.439	7.35E-14	DC4	CD1C– CD141–	1
472	PSTPIP2	0.68	1.66	0.36	0.8	0.7	2.69E-26	DC4	CD1C– CD141–	0
473	PDLIM5	0.68	1.09	0.36	0.914	0.829	3.07E-15	DC4	CD1C– CD141–	1
474	RALB	0.68	1.12	0.36	0.686	0.407	1.32E-11	DC4	CD1C– CD141–	0
475	ABHD3	0.68	1.18	0.36	0.651	0.36	4.36E-13	DC4	CD1C– CD141–	1
476	ARRDC3	0.68	1.23	0.36	0.703	0.48	1.70E-12	DC4	CD1C– CD141–	0
477	KLF11	0.68	1.44	0.36	0.543	0.212	1.24E-15	DC4	CD1C– CD141–	0
478	TMTC1	0.68	2.1	0.36	0.571	0.312	2.86E-68	DC4	CD1C– CD141–	1
479	RAP1GAP2	0.68	1.15	0.35	0.6	0.291	1.67E-14	DC4	CD1C– CD141–	0
480	SNX18	0.68	1.18	0.35	0.617	0.302	3.19E-14	DC4	CD1C– CD141–	0
481	RAB3D	0.68	1.13	0.35	0.754	0.533	2.27E-13	DC4	CD1C– CD141–	0
482	ADRBK1	0.68	1.04	0.35	0.743	0.529	2.38E-13	DC4	CD1C– CD141–	0
483	ARHGEF3	0.68	1.24	0.35	0.617	0.312	3.33E-13	DC4	CD1C– CD141–	0
484	BACH1	0.68	1.36	0.35	0.674	0.427	3.70E-14	DC4	CD1C– CD141–	0
485	DDX60	0.68	1.31	0.35	0.686	0.432	7.99E-15	DC4	CD1C– CD141–	0
486	PIEZO1	0.68	1.15	0.35	0.674	0.399	6.65E-12	DC4	CD1C– CD141–	1
487	CMTM7	0.67	1.13	0.35	0.606	0.333	7.89E-12	DC4	CD1C– CD141–	1
488	IMPDH1	0.67	1.23	0.35	0.589	0.298	3.13E-13	DC4	CD1C– CD141–	0
489	TSPAN32	0.67	1.08	0.35	0.634	0.33	1.65E-12	DC4	CD1C– CD141–	1
490	DDX58	0.67	1.93	0.34	0.56	0.303	2.85E-22	DC4	CD1C– CD141–	0
491	CCPG1	0.67	1.33	0.34	0.789	0.624	9.42E-14	DC4	CD1C– CD141–	1
492	DDX60L	0.67	1.3	0.34	0.709	0.52	3.31E-19	DC4	CD1C– CD141–	0
493	PNPLA6	0.67	1.02	0.34	0.64	0.369	1.22E-12	DC4	CD1C– CD141–	1
494	UNC13D	0.67	1.36	0.34	0.829	0.727	2.46E-21	DC4	CD1C– CD141–	0
495	SYTL1	0.67	1.18	0.34	0.606	0.325	1.04E-11	DC4	CD1C– CD141–	0
496	CSGALNACT2	0.67	1.13	0.33	0.64	0.384	1.36E-11	DC4	CD1C– CD141–	0
497	TLE4	0.67	1.43	0.33	0.543	0.242	2.52E-14	DC4	CD1C– CD141–	0
498	SIRPB2	0.67	1.43	0.33	0.703	0.476	9.01E-15	DC4	CD1C– CD141–	1
499	UPP1	0.66	1.44	0.32	0.514	0.224	1.30E-13	DC4	CD1C– CD141–	0
500	ARAP2	0.66	1.37	0.32	0.554	0.259	8.78E-13	DC4	CD1C– CD141–	0
501	ERICH1	0.66	1.12	0.32	0.697	0.459	8.92E-12	DC4	CD1C– CD141–	0
502	PPM1F	0.66	1.08	0.32	0.76	0.564	2.68E-11	DC4	CD1C– CD141–	0
503	GPR155	0.66	1.22	0.32	0.897	0.84	4.35E-30	DC4	CD1C– CD141–	1
504	MPP1	0.66	1.02	0.32	0.606	0.36	1.32E-12	DC4	CD1C– CD141–	0
505	PELI1	0.66	1.61	0.31	0.891	0.875	2.00E-26	DC4	CD1C– CD141–	0
506	TMEM154	0.66	1.2	0.31	0.629	0.409	2.50E-10	DC4	CD1C– CD141–	1
507	L1TD1	0.66	2.57	0.31	0.646	0.457	5.32E-75	DC4	CD1C– CD141–	0
508	WDFY1	0.66	1.21	0.31	0.537	0.252	2.28E-11	DC4	CD1C– CD141–	0
509	FOXO1	0.65	1.65	0.3	0.709	0.513	2.02E-24	DC4	CD1C– CD141–	0
510	PLXNC1	0.65	1.23	0.3	0.594	0.362	7.73E-11	DC4	CD1C– CD141–	1
511	MCTP1	0.65	1.03	0.3	0.64	0.392	2.79E-09	DC4	CD1C– CD141–	1
512	AP2A1	0.65	1.08	0.29	0.754	0.628	1.63E-15	DC4	CD1C– CD141–	0
513	DNAJB1	0.65	1.17	0.29	0.617	0.395	6.05E-10	DC4	CD1C– CD141–	0
514	SWAP70	0.65	1.35	0.29	0.726	0.587	3.11E-16	DC4	CD1C– CD141–	0
515	TMEM11	0.65	1.08	0.29	0.531	0.289	4.11E-09	DC4	CD1C– CD141–	1
516	TMEM134	0.64	1.25	0.29	0.52	0.289	6.07E-11	DC4	CD1C– CD141–	1
517	CABP4	0.64	1.71	0.29	0.937	0.958	3.29E-67	DC4	CD1C– CD141–	0
518	LOC100133161	0.64	1.14	0.29	0.566	0.356	1.52E-11	DC4	CD1C– CD141–	0
519	ARL4A	0.64	1.23	0.28	0.526	0.275	7.80E-09	DC4	CD1C– CD141–	0
520	EHD1	0.64	1.2	0.28	0.509	0.3	6.57E-12	DC4	CD1C– CD141–	0
521	ACOT9	0.64	1.01	0.28	0.566	0.342	2.69E-07	DC4	CD1C– CD141–	0
522	KSR1	0.64	1.22	0.28	0.674	0.508	1.11E-19	DC4	CD1C– CD141–	0
523	KDM1B	0.64	1.13	0.27	0.817	0.718	1.59E-11	DC4	CD1C– CD141–	0
524	PDP1	0.64	1.11	0.27	0.531	0.302	7.74E-09	DC4	CD1C– CD141–	0
525	AK123771	0.64	1.59	0.27	0.777	0.656	5.16E-33	DC4	CD1C– CD141–	0
526	PITPNM1	0.63	1.06	0.27	0.651	0.462	1.09E-09	DC4	CD1C– CD141–	0
527	FAM126A	0.63	1.06	0.26	0.503	0.261	1.00E-08	DC4	CD1C– CD141–	0
528	MAGED2	0.63	1.13	0.26	0.52	0.298	7.48E-08	DC4	CD1C– CD141–	0
529	CAMK1	0.63	1.11	0.26	0.823	0.713	3.86E-16	DC4	CD1C– CD141–	1
530	IL12RB1	0.63	1.04	0.26	0.903	0.877	6.82E-17	DC4	CD1C– CD141–	1
531	PYGL	0.63	1.31	0.26	0.743	0.649	4.72E-16	DC4	CD1C– CD141–	0
532	CORO2A	0.63	1.33	0.26	0.914	0.84	6.10E-38	DC4	CD1C– CD141–	0
533	ZNFX1	0.63	1.1	0.26	0.691	0.54	7.62E-09	DC4	CD1C– CD141–	0
534	TYMP	0.63	1.02	0.25	0.623	0.46	1.76E-08	DC4	CD1C– CD141–	0
535	NUDT16	0.62	1.17	0.24	0.571	0.379	2.80E-07	DC4	CD1C– CD141–	0
536	SGPL1	0.62	1.02	0.24	0.743	0.637	3.86E-07	DC4	CD1C– CD141–	1
537	MEFV	0.62	1.08	0.24	0.92	0.903	1.37E-20	DC4	CD1C– CD141–	0
538	RELT	0.62	1.01	0.24	0.583	0.444	5.65E-08	DC4	CD1C– CD141–	1
539	PTPN13	0.61	1.04	0.23	0.594	0.429	1.16E-19	DC4	CD1C– CD141–	0
540	FCAR	0.61	1.89	0.23	0.794	0.748	5.57E-42	DC4	CD1C– CD141–	1
541	SASH1	0.61	1.51	0.22	0.583	0.459	1.49E-65	DC4	CD1C– CD141–	0
542	PLEKHO2	0.61	1	0.22	0.531	0.37	2.53E-06	DC4	CD1C– CD141–	0
543	BLOC1S3	0.61	1.56	0.22	0.583	0.46	4.59E-19	DC4	CD1C– CD141–	0
544	CAMKK2	0.61	1.04	0.22	0.589	0.437	4.54E-07	DC4	CD1C– CD141–	1
545	AXL	1	3.78	0.99	1	0.824	2.76E-87	DC5	New population: AXL+SIGLEC6+	1
546	PPP1R14A	0.99	3.35	0.98	1	0.101	7.26E-38	DC5	New population: AXL+SIGLEC6+	0
547	SIGLEC6	0.97	3.67	0.94	0.967	0.129	7.90E-35	DC5	New population: AXL+SIGLEC6+	1
548	CD22	0.95	3.13	0.89	0.933	0.128	7.31E-29	DC5	New population: AXL+SIGLEC6+	1
549	DAB2	0.92	1.98	0.83	0.967	0.292	3.12E-19	DC5	New population: AXL+SIGLEC6+	0
550	S100A10	0.91	1.01	0.82	1	0.897	2.12E-17	DC5	New population: AXL+SIGLEC6+	1
551	FAM105A	0.88	1.5	0.75	1	0.645	4.63E-13	DC5	New population: AXL+SIGLEC6+	1
